"County_Name","Inhabitants"
"Edmonson, Kentucky, US",12150
"Edmunds, South Dakota, US",3829
"Edwards, Illinois, US",6395
"Edwards, Kansas, US",2798
"Edwards, Texas, US",1932
"Effingham, Georgia, US",64296
"Effingham, Illinois, US",34008
"El Dorado, California, US",192843
"El Paso, Colorado, US",720403
"El Paso, Texas, US",839238
"Elbert, Colorado, US",26729
"Elbert, Georgia, US",19194
"Elk, Kansas, US",2530
"Elk, Pennsylvania, US",29910
"Elkhart, Indiana, US",206341
"Elko, Nevada, US",52778
"Elliott, Kentucky, US",7517
"Ellis, Kansas, US",28553
"Ellis, Oklahoma, US",3859
"Ellis, Texas, US",184826
"Ellsworth, Kansas, US",6102
"Elmore, Alabama, US",81209
"Elmore, Idaho, US",27511
"Emanuel, Georgia, US",22646
"Emery, Utah, US",10012
"Emmet, Iowa, US",9208
"Emmet, Michigan, US",33415
"Emmons, North Dakota, US",3241
"Emporia City, Virginia, US",5346
"Erath, Texas, US",42698
"Erie, New York, US",918702
"Erie, Ohio, US",74266
"Erie, Pennsylvania, US",269728
"Escambia, Alabama, US",36633
"Escambia, Florida, US",318316
"Esmeralda, Nevada, US",873
"Essex, Massachusetts, US",789034
"Essex, New Jersey, US",798975
"Essex, New York, US",36885
"Essex, Vermont, US",6163
"Essex, Virginia, US",10953
"Estill, Kentucky, US",14106
"Etowah, Alabama, US",102268
"Eureka, Nevada, US",2029
"Evangeline, Louisiana, US",33395
"Evans, Georgia, US",10654
"Fairbanks North Star Borough, Alaska, US",96849
"Fairfax City, Virginia, US",24019
"Fairfax, Virginia, US",1147532
"Fairfield, Connecticut, US",943332
"Fairfield, Ohio, US",157574
"Fairfield, South Carolina, US",22347
"Fall River, South Dakota, US",6713
"Fallon, Montana, US",2846
"Falls Church City, Virginia, US",14617
"Falls, Texas, US",17297
"Fannin, Georgia, US",26188
"Fannin, Texas, US",35514
"Faribault, Minnesota, US",13653
"Faulk, South Dakota, US",2299
"Faulkner, Arkansas, US",126007
"Fauquier, Virginia, US",71222
"Fayette, Alabama, US",16302
"Fayette, Georgia, US",114421
"Fayette, Illinois, US",21336
"Fayette, Indiana, US",23102
"Fayette, Iowa, US",19650
"Fayette, Kentucky, US",323152
"Fayette, Ohio, US",28525
"Fayette, Pennsylvania, US",129274
"Fayette, Tennessee, US",41133
"Fayette, Texas, US",25346
"Fayette, West Virginia, US",42406
"Fentress, Tennessee, US",18523
"Fergus, Montana, US",11050
"Ferry, Washington, US",7627
"Fillmore, Minnesota, US",21067
"Fillmore, Nebraska, US",5462
"Finney, Kansas, US",36467
"Fisher, Texas, US",3830
"Flagler, Florida, US",115081
"Flathead, Montana, US",103806
"Fleming, Kentucky, US",14581
"Florence, South Carolina, US",138293
"Florence, Wisconsin, US",4295
"Floyd, Georgia, US",98498
"Floyd, Indiana, US",78522
"Floyd, Iowa, US",15642
"Floyd, Kentucky, US",35589
"Floyd, Texas, US",5712
"Floyd, Virginia, US",15749
"Fluvanna, Virginia, US",27270
"Foard, Texas, US",1155
"Fond du Lac, Wisconsin, US",103403
"Ford, Illinois, US",12961
"Ford, Kansas, US",33619
"Forest, Pennsylvania, US",7247
"Forest, Wisconsin, US",9004
"Forrest, Mississippi, US",74897
"Forsyth, Georgia, US",244252
"Forsyth, North Carolina, US",382295
"Fort Bend, Texas, US",811688
"Foster, North Dakota, US",3210
"Fountain, Indiana, US",16346
"Franklin City, Virginia, US",7967
"Franklin, Alabama, US",31362
"Franklin, Arkansas, US",17715
"Franklin, Florida, US",12125
"Franklin, Georgia, US",23349
"Franklin, Idaho, US",13876
"Franklin, Illinois, US",38469
"Franklin, Indiana, US",22758
"Franklin, Iowa, US",10070
"Franklin, Kansas, US",25544
"Franklin, Kentucky, US",50991
"Franklin, Maine, US",30199
"Franklin, Massachusetts, US",70180
"Franklin, Mississippi, US",7713
"Franklin, Missouri, US",103967
"Franklin, Nebraska, US",2979
"Franklin, New York, US",50022
"Franklin, North Carolina, US",69685
"Franklin, Ohio, US",1316756
"Franklin, Pennsylvania, US",155027
"Franklin, Tennessee, US",42208
"Franklin, Texas, US",10725
"Franklin, Vermont, US",49402
"Franklin, Virginia, US",56042
"Franklin, Washington, US",95222
"Franklin, Louisiana, US",20015
"Frederick, Maryland, US",259547
"Frederick, Virginia, US",89313
"Fredericksburg, Virginia, US",29036
"Freeborn, Minnesota, US",30281
"Freestone, Texas, US",19717
"Fremont, Colorado, US",47839
"Fremont, Idaho, US",13099
"Fremont, Iowa, US",6960
"Fremont, Wyoming, US",39261
"Fresno, California, US",999101
"Frio, Texas, US",20306
"Frontier, Nebraska, US",2627
"Fulton, Arkansas, US",12477
"Fulton, Georgia, US",1063937
"Fulton, Illinois, US",34340
"Fulton, Indiana, US",19974
"Fulton, Kentucky, US",5969
"Fulton, New York, US",53383
"Fulton, Ohio, US",42126
"Fulton, Pennsylvania, US",14530
"Furnas, Nebraska, US",4676
"Gadsden, Florida, US",45660
"Gage, Nebraska, US",21513
"Gaines, Texas, US",21492
"Galax, Virginia, US",6347
"Gallatin, Illinois, US",4828
"Gallatin, Kentucky, US",8869
"Gallatin, Montana, US",114434
"Gallia, Ohio, US",29898
"Galveston, Texas, US",342139
"Garden, Nebraska, US",1837
"Garfield, Colorado, US",60061
"Garfield, Montana, US",1258
"Garfield, Nebraska, US",1969
"Garfield, Oklahoma, US",61056
"Garfield, Utah, US",5051
"Garfield, Washington, US",2225
"Garland, Arkansas, US",99386
"Garrard, Kentucky, US",17666
"Garrett, Maryland, US",29014
"Garvin, Oklahoma, US",27711
"Garza, Texas, US",6229
"Gasconade, Missouri, US",14706
"Gaston, North Carolina, US",224529
"Gates, North Carolina, US",11562
"Geary, Kansas, US",31670
"Geauga, Ohio, US",93649
"Gem, Idaho, US",18112
"Genesee, Michigan, US",405813
"Genesee, New York, US",57280
"Geneva, Alabama, US",26271
"Gentry, Missouri, US",6571
"George, Mississippi, US",24500
"Georgetown, South Carolina, US",62680
"Gibson, Indiana, US",33659
"Gibson, Tennessee, US",49133
"Gila, Arizona, US",54018
"Gilchrist, Florida, US",18582
"Giles, Tennessee, US",29464
"Giles, Virginia, US",16720
"Gillespie, Texas, US",26988
"Gilliam, Oregon, US",1912
"Gilmer, Georgia, US",31369
"Gilmer, West Virginia, US",7823
"Gilpin, Colorado, US",6243
"Glacier, Montana, US",13753
"Glades, Florida, US",13811
"Gladwin, Michigan, US",25449
"Glascock, Georgia, US",2971
"Glasscock, Texas, US",1409
"Glenn, California, US",28393
"Gloucester, New Jersey, US",291636
"Gloucester, Virginia, US",37348
"Glynn, Georgia, US",85292
"Gogebic, Michigan, US",13975
"Golden Valley, Montana, US",821
"Golden Valley, North Dakota, US",1761
"Goliad, Texas, US",7658
"Gonzales, Texas, US",20837
"Goochland, Virginia, US",23753
"Goodhue, Minnesota, US",46340
"Gooding, Idaho, US",15179
"Gordon, Georgia, US",57963
"Goshen, Wyoming, US",13211
"Gosper, Nebraska, US",1990
"Gove, Kansas, US",2636
"Grady, Georgia, US",24633
"Grady, Oklahoma, US",55834
"Grafton, New Hampshire, US",89886
"Graham, Arizona, US",38837
"Graham, Kansas, US",2482
"Graham, North Carolina, US",8441
"Grainger, Tennessee, US",23320
"Grand, Colorado, US",15734
"Grand, Utah, US",9754
"Grand Forks, North Dakota, US",69451
"Grand Isle, Vermont, US",7235
"Grand Traverse, Michigan, US",93088
"Granite, Montana, US",3379
"Grant, Arkansas, US",18265
"Grant, Indiana, US",65769
"Grant, Kansas, US",7150
"Grant, Kentucky, US",25069
"Grant, Minnesota, US",5972
"Grant, Nebraska, US",623
"Grant, New Mexico, US",26998
"Grant, North Dakota, US",2274
"Grant, Oklahoma, US",4333
"Grant, Oregon, US",7199
"Grant, South Dakota, US",7052
"Grant, Washington, US",97733
"Grant, West Virginia, US",11568
"Grant, Wisconsin, US",51439
"Grant, Louisiana, US",22389
"Granville, North Carolina, US",60443
"Gratiot, Michigan, US",40711
"Graves, Kentucky, US",37266
"Gray, Kansas, US",5988
"Gray, Texas, US",21886
"Grays Harbor, Washington, US",75061
"Grayson, Kentucky, US",26427
"Grayson, Texas, US",136212
"Grayson, Virginia, US",15550
"Greeley, Kansas, US",1232
"Greeley, Nebraska, US",2356
"Green, Kentucky, US",10941
"Green, Wisconsin, US",36960
"Green Lake, Wisconsin, US",18913
"Greenbrier, West Virginia, US",34662
"Greene, Alabama, US",8111
"Greene, Arkansas, US",45325
"Greene, Georgia, US",18324
"Greene, Illinois, US",12969
"Greene, Indiana, US",31922
"Greene, Iowa, US",8888
"Greene, Mississippi, US",13586
"Greene, Missouri, US",293086
"Greene, New York, US",47188
"Greene, North Carolina, US",21069
"Greene, Ohio, US",168937
"Greene, Pennsylvania, US",36233
"Greene, Tennessee, US",69069
"Greene, Virginia, US",19819
"Greenlee, Arizona, US",9498
"Greensville, Virginia, US",11336
"Greenup, Kentucky, US",35098
"Greenville, South Carolina, US",523542
"Greenwood, Kansas, US",5982
"Greenwood, South Carolina, US",70811
"Greer, Oklahoma, US",5712
"Gregg, Texas, US",123945
"Gregory, South Dakota, US",4185
"Grenada, Mississippi, US",20758
"Griggs, North Dakota, US",2231
"Grimes, Texas, US",28880
"Grundy, Illinois, US",51054
"Grundy, Iowa, US",12232
"Grundy, Missouri, US",9850
"Grundy, Tennessee, US",13427
"Guadalupe, New Mexico, US",4300
"Guadalupe, Texas, US",166847
"Guernsey, Ohio, US",38875
"Guilford, North Carolina, US",537174
"Gulf, Florida, US",13639
"Gunnison, Colorado, US",17462
"Guthrie, Iowa, US",10689
"Gwinnett, Georgia, US",936250
"Haakon, South Dakota, US",1899
"Habersham, Georgia, US",45328
"Haines Borough, Alaska, US",2530
"Hale, Alabama, US",14651
"Hale, Texas, US",33406
"Halifax, North Carolina, US",50010
"Halifax, Virginia, US",33911
"Hall, Georgia, US",204441
"Hall, Nebraska, US",61353
"Hall, Texas, US",2964
"Hamblen, Tennessee, US",64934
"Hamilton, Florida, US",14428
"Hamilton, Illinois, US",8116
"Hamilton, Indiana, US",338011
"Hamilton, Iowa, US",14773
"Hamilton, Kansas, US",2539
"Hamilton, Nebraska, US",9324
"Hamilton, New York, US",4416
"Hamilton, Ohio, US",817473
"Hamilton, Tennessee, US",367804
"Hamilton, Texas, US",8461
"Hamlin, South Dakota, US",6164
"Hampden, Massachusetts, US",466372
"Hampshire, Massachusetts, US",160830
"Hampshire, West Virginia, US",23175
"Hampton City, Virginia, US",134510
"Hampton, South Carolina, US",19222
"Hancock, Georgia, US",8457
"Hancock, Illinois, US",17708
"Hancock, Indiana, US",78168
"Hancock, Iowa, US",10630
"Hancock, Kentucky, US",8722
"Hancock, Maine, US",54987
"Hancock, Mississippi, US",47632
"Hancock, Ohio, US",75783
"Hancock, Tennessee, US",6620
"Hancock, West Virginia, US",28810
"Hand, South Dakota, US",3191
"Hanover, Virginia, US",107766
"Hansford, Texas, US",5399
"Hanson, South Dakota, US",3453
"Haralson, Georgia, US",29792
"Hardee, Florida, US",26937
"Hardeman, Tennessee, US",25050
"Hardeman, Texas, US",3933
"Hardin, Illinois, US",3821
"Hardin, Iowa, US",16846
"Hardin, Kentucky, US",110958
"Hardin, Ohio, US",31365
"Hardin, Tennessee, US",25652
"Hardin, Texas, US",57602
"Harding, New Mexico, US",625
"Harding, South Dakota, US",1298
"Hardy, West Virginia, US",13776
"Harford, Maryland, US",255441
"Harlan, Kentucky, US",26010
"Harlan, Nebraska, US",3380
"Harmon, Oklahoma, US",2653
"Harnett, North Carolina, US",135976
"Harney, Oregon, US",7393
"Harper, Kansas, US",5436
"Harper, Oklahoma, US",3688
"Harris, Georgia, US",35236
"Harris, Texas, US",4713325
"Harrison, Indiana, US",40515
"Harrison, Iowa, US",14049
"Harrison, Kentucky, US",18886
"Harrison, Mississippi, US",208080
"Harrison, Missouri, US",8352
"Harrison, Ohio, US",15040
"Harrison, Texas, US",66553
"Harrison, West Virginia, US",67256
"Harrisonburg City, Virginia, US",53016
"Hart, Georgia, US",26205
"Hart, Kentucky, US",19035
"Hartford, Connecticut, US",891720
"Hartley, Texas, US",5576
"Harvey, Kansas, US",34429
"Haskell, Kansas, US",3968
"Haskell, Oklahoma, US",12627
"Haskell, Texas, US",5658
"Hawaii, Hawaii, US",201513
"Hawkins, Tennessee, US",56786
"Hayes, Nebraska, US",922
"Hays, Texas, US",230191
"Haywood, North Carolina, US",62317
"Haywood, Tennessee, US",17304
"Heard, Georgia, US",11923
"Hemphill, Texas, US",3819
"Hempstead, Arkansas, US",21532
"Henderson, Illinois, US",6646
"Henderson, Kentucky, US",45210
"Henderson, North Carolina, US",117417
"Henderson, Tennessee, US",28117
"Henderson, Texas, US",82737
"Hendricks, Indiana, US",170311
"Hendry, Florida, US",42022
"Hennepin, Minnesota, US",1265843
"Henrico, Virginia, US",330818
"Henry, Alabama, US",17205
"Henry, Georgia, US",234561
"Henry, Illinois, US",48913
"Henry, Indiana, US",47972
"Henry, Iowa, US",19954
"Henry, Kentucky, US",16126
"Henry, Missouri, US",21824
"Henry, Ohio, US",27006
"Henry, Tennessee, US",32345
"Henry, Virginia, US",50557
"Herkimer, New York, US",61319
"Hernando, Florida, US",193920
"Hertford, North Carolina, US",23677
"Hettinger, North Dakota, US",2499
"Hickman, Kentucky, US",4380
"Hickman, Tennessee, US",25178
"Hickory, Missouri, US",9544
"Hidalgo, New Mexico, US",4198
"Hidalgo, Texas, US",868707
"Highland, Ohio, US",43161
"Highland, Virginia, US",2190
"Highlands, Florida, US",106221
"Hill, Montana, US",16484
"Hill, Texas, US",36649
"Hillsborough, Florida, US",1471968
"Hillsborough, New Hampshire, US",417025
"Hillsdale, Michigan, US",45605
"Hinds, Mississippi, US",231840
"Hinsdale, Colorado, US",820
"Hitchcock, Nebraska, US",2762
"Hocking, Ohio, US",28264
"Hockley, Texas, US",23021
"Hodgeman, Kansas, US",1794
"Hoke, North Carolina, US",55234
"Holmes, Florida, US",19617
"Holmes, Mississippi, US",17010
"Holmes, Ohio, US",43960
"Holt, Missouri, US",4403
"Holt, Nebraska, US",10067
"Honolulu, Hawaii, US",974563
"Hood, Texas, US",61643
"Hood River, Oregon, US",23382
"Hooker, Nebraska, US",682
"Hoonah-Angoon Census Area, Alaska, US",2148
"Hopewell, Virginia, US",22529
"Hopkins, Kentucky, US",44686
"Hopkins, Texas, US",37084
"Horry, South Carolina, US",354081
"Hot Spring, Arkansas, US",33771
"Hot Springs, Wyoming, US",4413
"Houghton, Michigan, US",35684
"Houston, Alabama, US",105882
"Houston, Georgia, US",157863
"Houston, Minnesota, US",18600
"Houston, Tennessee, US",8201
"Houston, Texas, US",22968
"Howard, Arkansas, US",13202
"Howard, Indiana, US",82544
"Howard, Iowa, US",9158
"Howard, Maryland, US",325690
"Howard, Missouri, US",10001
"Howard, Nebraska, US",6445
"Howard, Texas, US",36664
"Howell, Missouri, US",40117
"Hubbard, Minnesota, US",21491
"Hudson, New Jersey, US",672391
"Hudspeth, Texas, US",4886
"Huerfano, Colorado, US",6897
"Hughes, Oklahoma, US",13279
"Hughes, South Dakota, US",17526
"Humboldt, California, US",135558
"Humboldt, Iowa, US",9558
"Humboldt, Nevada, US",16831
"Humphreys, Mississippi, US",8064
"Humphreys, Tennessee, US",18582
"Hunt, Texas, US",98594
"Hunterdon, New Jersey, US",124371
"Huntingdon, Pennsylvania, US",45144
"Huntington, Indiana, US",36520
"Huron, Michigan, US",30981
"Huron, Ohio, US",58266
"Hutchinson, South Dakota, US",7291
"Hutchinson, Texas, US",20938
"Hyde, North Carolina, US",4937
"Hyde, South Dakota, US",1301
"Iberia, Louisiana, US",69830
"Iberville, Louisiana, US",32511
"Ida, Iowa, US",6860
"Idaho, Idaho, US",16667
"Imperial, California, US",181215
"Independence, Arkansas, US",37825
"Indian River, Florida, US",159923
"Indiana, Pennsylvania, US",84073
"Ingham, Michigan, US",292406
"Inyo, California, US",18039
"Ionia, Michigan, US",64697
"Iosco, Michigan, US",25127
"Iowa, Iowa, US",16184
"Iowa, Wisconsin, US",23678
"Iredell, North Carolina, US",181806
"Irion, Texas, US",1536
"Iron, Michigan, US",11066
"Iron, Missouri, US",10125
"Iron, Utah, US",54839
"Iron, Wisconsin, US",5687
"Iroquois, Illinois, US",27114
"Irwin, Georgia, US",9416
"Isabella, Michigan, US",69872
"Isanti, Minnesota, US",40596
"Island, Washington, US",85141
"Isle of Wight, Virginia, US",37109
"Issaquena, Mississippi, US",1327
"Itasca, Minnesota, US",45130
"Itawamba, Mississippi, US",23390
"Izard, Arkansas, US",13629
"Jack, Texas, US",8935
"Jackson, Alabama, US",51626
"Jackson, Arkansas, US",16719
"Jackson, Colorado, US",1392
"Jackson, Florida, US",46414
"Jackson, Georgia, US",72977
"Jackson, Illinois, US",56750
"Jackson, Indiana, US",44231
"Jackson, Iowa, US",19439
"Jackson, Kansas, US",13171
"Jackson, Kentucky, US",13329
"Jackson, Michigan, US",158510
"Jackson, Minnesota, US",9846
"Jackson, Mississippi, US",143617
"Jackson, Missouri, US",703011
"Jackson, North Carolina, US",43938
"Jackson, Ohio, US",32413
"Jackson, Oklahoma, US",24530
"Jackson, Oregon, US",220944
"Jackson, South Dakota, US",3344
"Jackson, Tennessee, US",11786
"Jackson, Texas, US",14760
"Jackson, West Virginia, US",28576
"Jackson, Wisconsin, US",20643
"Jackson, Louisiana, US",15744
"James City, Virginia, US",76523
"Jasper, Georgia, US",14219
"Jasper, Illinois, US",9610
"Jasper, Indiana, US",33562
"Jasper, Iowa, US",37185
"Jasper, Mississippi, US",16383
"Jasper, Missouri, US",121328
"Jasper, South Carolina, US",30073
"Jasper, Texas, US",35529
"Jay, Indiana, US",20436
"Jeff Davis, Georgia, US",15115
"Jeff Davis, Texas, US",2274
"Jefferson, Alabama, US",658573
"Jefferson, Arkansas, US",66824
"Jefferson, Colorado, US",582881
"Jefferson, Florida, US",14246
"Jefferson, Georgia, US",15362
"Jefferson, Idaho, US",29871
"Jefferson, Illinois, US",37684
"Jefferson, Indiana, US",32308
"Jefferson, Iowa, US",18295
"Jefferson, Kansas, US",19043
"Jefferson, Kentucky, US",766757
"Jefferson, Mississippi, US",6990
"Jefferson, Missouri, US",225081
"Jefferson, Montana, US",12221
"Jefferson, Nebraska, US",7046
"Jefferson, New York, US",109834
"Jefferson, Ohio, US",65325
"Jefferson, Oklahoma, US",6002
"Jefferson, Oregon, US",24658
"Jefferson, Pennsylvania, US",43425
"Jefferson, Tennessee, US",54495
"Jefferson, Texas, US",251565
"Jefferson, Washington, US",32221
"Jefferson, West Virginia, US",57146
"Jefferson, Wisconsin, US",84769
"Jefferson Davis, Mississippi, US",11128
"Jefferson Davis, Louisiana, US",31368
"Jefferson, Louisiana, US",432493
"Jenkins, Georgia, US",8676
"Jennings, Indiana, US",27735
"Jerauld, South Dakota, US",2013
"Jerome, Idaho, US",24412
"Jersey, Illinois, US",21773
"Jessamine, Kentucky, US",54115
"Jewell, Kansas, US",2879
"Jim Hogg, Texas, US",5200
"Jim Wells, Texas, US",40482
"Jo Daviess, Illinois, US",21235
"Johnson, Arkansas, US",26578
"Johnson, Georgia, US",9643
"Johnson, Illinois, US",12417
"Johnson, Indiana, US",158167
"Johnson, Iowa, US",151140
"Johnson, Kansas, US",602401
"Johnson, Kentucky, US",22188
"Johnson, Missouri, US",54062
"Johnson, Nebraska, US",5071
"Johnson, Tennessee, US",17788
"Johnson, Texas, US",175817
"Johnson, Wyoming, US",8445
"Johnston, North Carolina, US",209339
"Johnston, Oklahoma, US",11085
"Jones, Georgia, US",28735
"Jones, Iowa, US",20681
"Jones, Mississippi, US",68098
"Jones, North Carolina, US",9419
"Jones, South Dakota, US",903
"Jones, Texas, US",20083
"Josephine, Oregon, US",87487
"Juab, Utah, US",12017
"Judith Basin, Montana, US",2007
"Juneau City and Borough, Alaska, US",31974
"Juneau, Wisconsin, US",26687
"Juniata, Pennsylvania, US",24763
"Kalamazoo, Michigan, US",265066
"Kalawao, Hawaii, US",86
"Kalkaska, Michigan, US",18038
"Kanabec, Minnesota, US",16337
"Kanawha, West Virginia, US",178124
"Kandiyohi, Minnesota, US",43199
"Kane, Illinois, US",532403
"Kane, Utah, US",7886
"Kankakee, Illinois, US",109862
"Karnes, Texas, US",15601
"Kauai, Hawaii, US",72293
"Kaufman, Texas, US",136154
"Kay, Oklahoma, US",43538
"Kearney, Nebraska, US",6495
"Kearny, Kansas, US",3838
"Keith, Nebraska, US",8034
"Kemper, Mississippi, US",9742
"Kenai Peninsula Borough, Alaska, US",58708
"Kendall, Illinois, US",128990
"Kendall, Texas, US",47431
"Kenedy, Texas, US",404
"Kennebec, Maine, US",122302
"Kenosha, Wisconsin, US",169561
"Kent, Delaware, US",180786
"Kent, Maryland, US",19422
"Kent, Michigan, US",656955
"Kent, Rhode Island, US",164292
"Kent, Texas, US",762
"Kenton, Kentucky, US",166998
"Keokuk, Iowa, US",10246
"Kern, California, US",900202
"Kerr, Texas, US",52600
"Kershaw, South Carolina, US",66551
"Ketchikan Gateway Borough, Alaska, US",13901
"Kewaunee, Wisconsin, US",20434
"Keweenaw, Michigan, US",2116
"Keya Paha, Nebraska, US",806
"Kidder, North Dakota, US",2480
"Kimball, Nebraska, US",3632
"Kimble, Texas, US",4337
"King and Queen, Virginia, US",7025
"King, Texas, US",272
"King, Washington, US",2252782
"King George, Virginia, US",26836
"King William, Virginia, US",17148
"Kingfisher, Oklahoma, US",15765
"Kingman, Kansas, US",7152
"Kings, California, US",152940
"Kings, New York, US",2559903
"Kingsbury, South Dakota, US",4939
"Kinney, Texas, US",3667
"Kiowa, Colorado, US",1406
"Kiowa, Kansas, US",2475
"Kiowa, Oklahoma, US",8708
"Kit Carson, Colorado, US",7097
"Kitsap, Washington, US",271473
"Kittitas, Washington, US",47935
"Kittson, Minnesota, US",4298
"Klamath, Oregon, US",68238
"Kleberg, Texas, US",30680
"Klickitat, Washington, US",22425
"Knott, Kentucky, US",14806
"Knox, Illinois, US",49699
"Knox, Indiana, US",36594
"Knox, Kentucky, US",31145
"Knox, Maine, US",39772
"Knox, Missouri, US",3959
"Knox, Nebraska, US",8332
"Knox, Ohio, US",62322
"Knox, Tennessee, US",470313
"Knox, Texas, US",3664
"Kodiak Island Borough, Alaska, US",12998
"Koochiching, Minnesota, US",12229
"Kootenai, Idaho, US",165697
"Kosciusko, Indiana, US",79456
"Kossuth, Iowa, US",14813
"Kusilvak Census Area, Alaska, US",8314
"La Crosse, Wisconsin, US",118016
"La Paz, Arizona, US",21108
"La Plata, Colorado, US",56221
"La Salle, Texas, US",7520
"Labette, Kansas, US",19618
"Lac qui Parle,Minnesota,US",6623
"Lackawanna, Pennsylvania, US",209674
"Laclede, Missouri, US",35723
"Lafayette, Arkansas, US",6624
"Lafayette, Florida, US",8422
"Lafayette, Mississippi, US",54019
"Lafayette, Missouri, US",32708
"Lafayette, Wisconsin, US",16665
"Lafayette, Louisiana, US",244390
"Lafourche, Louisiana, US",97614
"LaGrange, Indiana, US",39614
"Lake and Peninsula Borough, Alaska, US",1592
"Lake, California, US",64386
"Lake, Colorado, US",8127
"Lake, Florida, US",367118
"Lake, Illinois, US",696535
"Lake, Indiana, US",485493
"Lake, Michigan, US",11853
"Lake, Minnesota, US",10641
"Lake, Montana, US",30458
"Lake, Ohio, US",230149
"Lake, Oregon, US",7869
"Lake, South Dakota, US",12797
"Lake, Tennessee, US",7016
"Lake of the Woods, Minnesota, US",3740
"Lamar, Alabama, US",13805
"Lamar, Georgia, US",19077
"Lamar, Mississippi, US",63343
"Lamar, Texas, US",49859
"Lamb, Texas, US",12893
"Lamoille, Vermont, US",25362
"LaMoure, North Dakota, US",4046
"Lampasas, Texas, US",21428
"Lancaster, Nebraska, US",319090
"Lancaster, Pennsylvania, US",545724
"Lancaster, South Carolina, US",98012
"Lancaster, Virginia, US",10603
"Lander, Nevada, US",5532
"Lane, Kansas, US",1535
"Lane, Oregon, US",382067
"Langlade, Wisconsin, US",19189
"Lanier, Georgia, US",10423
"Lapeer, Michigan, US",87607
"LaPorte, Indiana, US",109888
"Laramie, Wyoming, US",99500
"Larimer, Colorado, US",356899
"Larue, Kentucky, US",14398
"Las Animas, Colorado, US",14506
"LaSalle, Illinois, US",108669
"LaSalle,Louisiana,US",14892
"Lassen, California, US",30573
"Latah, Idaho, US",40108
"Latimer, Oklahoma, US",10073
"Lauderdale, Alabama, US",92729
"Lauderdale, Mississippi, US",74125
"Lauderdale, Tennessee, US",25633
"Laurel, Kentucky, US",60813
"Laurens, Georgia, US",47546
"Laurens, South Carolina, US",67493
"Lavaca, Texas, US",20154
"Lawrence, Alabama, US",32924
"Lawrence, Arkansas, US",16406
"Lawrence, Illinois, US",15678
"Lawrence, Indiana, US",45370
"Lawrence, Kentucky, US",15317
"Lawrence, Mississippi, US",12586
"Lawrence, Missouri, US",38355
"Lawrence, Ohio, US",59463
"Lawrence, Pennsylvania, US",85512
"Lawrence, South Dakota, US",25844
"Lawrence, Tennessee, US",44142
"Le Flore, Oklahoma, US",49853
"Le Sueur, Minnesota, US",28887
"Lea, New Mexico, US",71070
"Leake, Mississippi, US",22786
"Leavenworth, Kansas, US",81758
"Lebanon, Pennsylvania, US",141793
"Lee, Alabama, US",164542
"Lee, Arkansas, US",8857
"Lee, Florida, US",770577
"Lee, Georgia, US",29992
"Lee, Illinois, US",34096
"Lee, Iowa, US",33657
"Lee, Kentucky, US",7403
"Lee, Mississippi, US",85436
"Lee, North Carolina, US",61779
"Lee, South Carolina, US",16828
"Lee, Texas, US",17239
"Lee, Virginia, US",23423
"Leelanau, Michigan, US",21761
"Leflore, Mississippi, US",28183
"Lehigh, Pennsylvania, US",369318
"Lemhi, Idaho, US",8027
"Lenawee, Michigan, US",98451
"Lenoir, North Carolina, US",55949
"Leon, Florida, US",293582
"Leon, Texas, US",17404
"Leslie, Kentucky, US",9877
"Letcher, Kentucky, US",21553
"Levy, Florida, US",41503
"Lewis and Clark, Montana, US",69432
"Lewis, Idaho, US",3838
"Lewis, Kentucky, US",13275
"Lewis, Missouri, US",9776
"Lewis, New York, US",26296
"Lewis, Tennessee, US",12268
"Lewis, Washington, US",80707
"Lewis, West Virginia, US",15907
"Lexington City, Virginia, US",7446
"Lexington, South Carolina, US",298750
"Liberty, Florida, US",8354
"Liberty, Georgia, US",61435
"Liberty, Montana, US",2337
"Liberty, Texas, US",88219
"Licking, Ohio, US",176862
"Limestone, Alabama, US",98915
"Limestone, Texas, US",23437
"Lincoln, Arkansas, US",13024
"Lincoln, Colorado, US",5701
"Lincoln, Georgia, US",7921
"Lincoln, Idaho, US",5366
"Lincoln, Kansas, US",2962
"Lincoln, Kentucky, US",24549
"Lincoln, Maine, US",34634
"Lincoln, Minnesota, US",5639
"Lincoln, Mississippi, US",34153
"Lincoln, Missouri, US",59013
"Lincoln, Montana, US",19980
"Lincoln, Nebraska, US",34914
"Lincoln, Nevada, US",5183
"Lincoln, New Mexico, US",19572
"Lincoln, North Carolina, US",86111
"Lincoln, Oklahoma, US",34877
"Lincoln, Oregon, US",49962
"Lincoln, South Dakota, US",61128
"Lincoln, Tennessee, US",34366
"Lincoln, Washington, US",10939
"Lincoln, West Virginia, US",20409
"Lincoln, Wisconsin, US",27593
"Lincoln, Wyoming, US",19830
"Lincoln, Louisiana, US",46742
"Linn, Iowa, US",226706
"Linn, Kansas, US",9703
"Linn, Missouri, US",11920
"Linn, Oregon, US",129749
"Lipscomb, Texas, US",3233
"Litchfield, Connecticut, US",180333
"Little River, Arkansas, US",12259
"Live Oak, Texas, US",12207
"Livingston, Illinois, US",35648
"Livingston, Kentucky, US",9194
"Livingston, Michigan, US",191995
"Livingston, Missouri, US",15227
"Livingston, New York, US",62914
"Livingston, Louisiana, US",140789
"Llano, Texas, US",21795
