"County_Name","Inhabitants"
"Scott, Kansas, US",4823
"Scott, Kentucky, US",57004
"Scott, Minnesota, US",149013
"Scott, Mississippi, US",28124
"Scott, Missouri, US",38280
"Scott, Tennessee, US",22068
"Scott, Virginia, US",21566
"Scotts Bluff, Nebraska, US",35618
"Screven, Georgia, US",13966
"Scurry, Texas, US",16703
"Searcy, Arkansas, US",7881
"Sebastian, Arkansas, US",127827
"Sedgwick, Colorado, US",2248
"Sedgwick, Kansas, US",516042
"Seminole, Florida, US",471826
"Seminole, Georgia, US",8090
"Seminole, Oklahoma, US",24258
"Seneca, New York, US",34016
"Seneca, Ohio, US",55178
"Sequatchie, Tennessee, US",15026
"Sequoyah, Oklahoma, US",41569
"Sevier, Arkansas, US",17007
"Sevier, Tennessee, US",98250
"Sevier, Utah, US",21620
"Seward, Kansas, US",21428
"Seward, Nebraska, US",17284
"Shackelford, Texas, US",3265
"Shannon, Missouri, US",8166
"Sharkey, Mississippi, US",4321
"Sharp, Arkansas, US",17442
"Shasta, California, US",180080
"Shawano, Wisconsin, US",40899
"Shawnee, Kansas, US",176875
"Sheboygan, Wisconsin, US",115340
"Shelby, Alabama, US",217702
"Shelby, Illinois, US",21634
"Shelby, Indiana, US",44729
"Shelby, Iowa, US",11454
"Shelby, Kentucky, US",49024
"Shelby, Missouri, US",5930
"Shelby, Ohio, US",48590
"Shelby, Tennessee, US",937166
"Shelby, Texas, US",25274
"Shenandoah, Virginia, US",43616
"Sherburne, Minnesota, US",97238
"Sheridan, Kansas, US",2521
"Sheridan, Montana, US",3309
"Sheridan, Nebraska, US",5246
"Sheridan, North Dakota, US",1315
"Sheridan, Wyoming, US",30485
"Sherman, Kansas, US",5917
"Sherman, Nebraska, US",3001
"Sherman, Oregon, US",1780
"Sherman, Texas, US",3022
"Shiawassee, Michigan, US",68122
"Shoshone, Idaho, US",12882
"Sibley, Minnesota, US",14865
"Sierra, California, US",3005
"Sierra, New Mexico, US",10791
"Silver Bow, Montana, US",34915
"Simpson, Kentucky, US",18572
"Simpson, Mississippi, US",26658
"Sioux, Iowa, US",34855
"Sioux, Nebraska, US",1166
"Sioux, North Dakota, US",4230
"Siskiyou, California, US",43539
"Sitka City and Borough, Alaska, US",8493
"Skagit, Washington, US",129205
"Skagway Municipality, Alaska, US",1183
"Skamania, Washington, US",12083
"Slope, North Dakota, US",750
"Smith, Kansas, US",3583
"Smith, Mississippi, US",15916
"Smith, Tennessee, US",20157
"Smith, Texas, US",232751
"Smyth, Virginia, US",30104
"Snohomish, Washington, US",822083
"Snyder, Pennsylvania, US",40372
"Socorro, New Mexico, US",16637
"Solano, California, US",447643
"Somerset, Maine, US",50484
"Somerset, Maryland, US",25616
"Somerset, New Jersey, US",328934
"Somerset, Pennsylvania, US",73447
"Somervell, Texas, US",9128
"Sonoma, California, US",494336
"Southampton, Virginia, US",17631
"Southeast Fairbanks Census Area, Alaska, US",6893
"Spalding, Georgia, US",66703
"Spartanburg, South Carolina, US",319785
"Spencer, Indiana, US",20277
"Spencer, Kentucky, US",19351
"Spink, South Dakota, US",6376
"Spokane, Washington, US",522798
"Spotsylvania, Virginia, US",136215
"St. Bernard, Louisiana, US",47244
"St. Charles, Missouri, US",402022
"St. Charles, Louisiana, US",53100
"St. Clair, Alabama, US",89512
"St. Clair, Illinois, US",259686
"St. Clair, Michigan, US",159128
"St. Clair, Missouri, US",9397
"St. Croix, Wisconsin, US",90687
"St. Francis, Arkansas, US",24994
"St. Francois, Missouri, US",67215
"St. Helena, Louisiana, US",10132
"St. James, Louisiana, US",21096
"St. John the Baptist, Louisiana, US",42837
"St. Johns, Florida, US",264672
"St. Joseph, Indiana, US",271826
"St. Joseph, Michigan, US",60964
"St. Landry, Louisiana, US",82124
"St. Lawrence, New York, US",107740
"St. Louis City, Missouri, US",300576
"St. Louis, Minnesota, US",199070
"St. Louis, Missouri, US",994205
"St. Lucie, Florida, US",328297
"St. Martin, Louisiana, US",53431
"St. Mary, Louisiana, US",49348
"St. Mary's, Maryland, US",113510
"St. Tammany, Louisiana, US",260419
"Stafford, Kansas, US",4156
"Stafford, Virginia, US",152882
"Stanislaus, California, US",550660
"Stanley, South Dakota, US",3098
"Stanly, North Carolina, US",62806
"Stanton, Kansas, US",2006
"Stanton, Nebraska, US",5920
"Stark, Illinois, US",5342
"Stark, North Dakota, US",31489
"Stark, Ohio, US",370606
"Starke, Indiana, US",22995
"Starr, Texas, US",64633
"Staunton City, Virginia, US",24932
"Ste. Genevieve, Missouri, US",17894
"Stearns, Minnesota, US",161075
"Steele, Minnesota, US",36649
"Steele, North Dakota, US",1890
"Stephens, Georgia, US",25925
"Stephens, Oklahoma, US",43143
"Stephens, Texas, US",9366
"Stephenson, Illinois, US",44498
"Sterling, Texas, US",1291
"Steuben, Indiana, US",34594
"Steuben, New York, US",95379
"Stevens, Kansas, US",5485
"Stevens, Minnesota, US",9805
"Stevens, Washington, US",45723
"Stewart, Georgia, US",6621
"Stewart, Tennessee, US",13715
"Stillwater, Montana, US",9642
"Stoddard, Missouri, US",29025
"Stokes, North Carolina, US",45591
"Stone, Arkansas, US",12506
"Stone, Mississippi, US",18336
"Stone, Missouri, US",31952
"Stonewall, Texas, US",1350
"Storey, Nevada, US",4123
"Story, Iowa, US",97117
"Strafford, New Hampshire, US",130633
"Stutsman, North Dakota, US",20704
"Sublette, Wyoming, US",9831
"Suffolk, Virginia, US",92108
"Suffolk, Massachusetts, US",803907
"Suffolk, New York, US",1476601
"Sullivan, Indiana, US",20669
"Sullivan, Missouri, US",6089
"Sullivan, New Hampshire, US",43146
"Sullivan, New York, US",75432
"Sullivan, Pennsylvania, US",6066
"Sullivan, Tennessee, US",158348
"Sully, South Dakota, US",1391
"Summers, West Virginia, US",12573
"Summit, Colorado, US",31011
"Summit, Ohio, US",541013
"Summit, Utah, US",42145
"Sumner, Kansas, US",22836
"Sumner, Tennessee, US",191283
"Sumter, Alabama, US",12427
"Sumter, Florida, US",132420
"Sumter, Georgia, US",29524
"Sumter, South Carolina, US",106721
"Sunflower, Mississippi, US",25110
"Surry, North Carolina, US",71783
"Surry, Virginia, US",6422
"Susquehanna, Pennsylvania, US",40328
"Sussex, Delaware, US",234225
"Sussex, New Jersey, US",140488
"Sussex, Virginia, US",11159
"Sutter, California, US",96971
"Sutton, Texas, US",3776
"Suwannee, Florida, US",44417
"Swain, North Carolina, US",14271
"Sweet Grass, Montana, US",3737
"Sweetwater, Wyoming, US",42343
"Swift, Minnesota, US",9266
"Swisher, Texas, US",7397
"Switzerland, Indiana, US",10751
"Talbot, Georgia, US",6195
"Talbot, Maryland, US",37181
"Taliaferro, Georgia, US",1537
"Talladega, Alabama, US",79978
"Tallahatchie, Mississippi, US",13809
"Tallapoosa, Alabama, US",40367
"Tama, Iowa, US",16854
"Taney, Missouri, US",55928
"Tangipahoa, Louisiana, US",134758
"Taos, New Mexico, US",32723
"Tarrant, Texas, US",2102515
"Tate, Mississippi, US",28321
"Tattnall, Georgia, US",25286
"Taylor, Florida, US",21569
"Taylor, Georgia, US",8020
"Taylor, Iowa, US",6121
"Taylor, Kentucky, US",25769
"Taylor, Texas, US",138034
"Taylor, West Virginia, US",16695
"Taylor, Wisconsin, US",20343
"Tazewell, Illinois, US",131803
"Tazewell, Virginia, US",40595
"Tehama, California, US",65084
"Telfair, Georgia, US",15860
"Teller, Colorado, US",25388
"Tensas, Louisiana, US",4334
"Terrebonne, Louisiana, US",110461
"Terrell, Georgia, US",8531
"Terrell, Texas, US",776
"Terry, Texas, US",12337
"Teton, Idaho, US",12142
"Teton, Montana, US",6147
"Teton, Wyoming, US",23464
"Texas, Missouri, US",25398
"Texas, Oklahoma, US",19983
"Thayer, Nebraska, US",5003
"Thomas, Georgia, US",44451
"Thomas, Kansas, US",7777
"Thomas, Nebraska, US",722
"Throckmorton, Texas, US",1501
"Thurston, Nebraska, US",7224
"Thurston, Washington, US",290536
"Tift, Georgia, US",40644
"Tillamook, Oregon, US",27036
"Tillman, Oklahoma, US",7250
"Tioga, New York, US",48203
"Tioga, Pennsylvania, US",40591
"Tippah, Mississippi, US",22015
"Tippecanoe, Indiana, US",195732
"Tipton, Indiana, US",15148
"Tipton, Tennessee, US",61599
"Tishomingo, Mississippi, US",19383
"Titus, Texas, US",32750
"Todd, Kentucky, US",12294
"Todd, Minnesota, US",24664
"Todd, South Dakota, US",10177
"Tolland, Connecticut, US",150721
"Tom Green, Texas, US",119200
"Tompkins, New York, US",102180
"Tooele, Utah, US",72259
"Toole, Montana, US",4736
"Toombs, Georgia, US",26830
"Torrance, New Mexico, US",15461
"Towner, North Dakota, US",2189
"Towns, Georgia, US",12037
"Traill, North Dakota, US",8036
"Transylvania, North Carolina, US",34385
"Traverse, Minnesota, US",3259
"Travis, Texas, US",1273954
"Treasure, Montana, US",696
"Trego, Kansas, US",2803
"Trempealeau, Wisconsin, US",29649
"Treutlen, Georgia, US",6901
"Trigg, Kentucky, US",14651
"Trimble, Kentucky, US",8471
"Trinity, California, US",12285
"Trinity, Texas, US",14651
"Tripp, South Dakota, US",5441
"Troup, Georgia, US",69922
"Trousdale, Tennessee, US",11284
"Trumbull, Ohio, US",197974
"Tucker, West Virginia, US",6839
"Tulare, California, US",466195
"Tulsa, Oklahoma, US",651552
"Tunica, Mississippi, US",9632
"Tuolumne, California, US",54478
"Turner, Georgia, US",7985
"Turner, South Dakota, US",8384
"Tuscaloosa, Alabama, US",209355
"Tuscarawas, Ohio, US",91987
"Tuscola, Michigan, US",52245
"Twiggs, Georgia, US",8120
"Twin Falls, Idaho, US",86878
"Tyler, Texas, US",21672
"Tyler, West Virginia, US",8591
"Tyrrell, North Carolina, US",4016
"Uinta, Wyoming, US",20226
"Uintah, Utah, US",35734
"Ulster, New York, US",177573
"Umatilla, Oregon, US",77950
"Unicoi, Tennessee, US",17883
"Union, Arkansas, US",38682
"Union, Florida, US",15237
"Union, Georgia, US",24511
"Union, Illinois, US",16653
"Union, Indiana, US",7054
"Union, Iowa, US",12241
"Union, Kentucky, US",14381
"Union, Mississippi, US",28815
"Union, New Jersey, US",556341
"Union, New Mexico, US",4059
"Union, North Carolina, US",239859
"Union, Ohio, US",58988
"Union, Oregon, US",26835
"Union, Pennsylvania, US",44923
"Union, South Carolina, US",27316
"Union, South Dakota, US",15932
"Union, Tennessee, US",19972
"Union, Louisiana, US",22108
"Upshur, Texas, US",41753
"Upshur, West Virginia, US",24176
"Upson, Georgia, US",26320
"Upton, Texas, US",3657
"Utah, Utah, US",636235
"Uvalde, Texas, US",26741
"Val Verde, Texas, US",49025
"Valdez-Cordova Census Area, Alaska, US",9202
"Valencia, New Mexico, US",76688
"Valley, Idaho, US",11392
"Valley, Montana, US",7396
"Valley, Nebraska, US",4158
"Van Buren, Arkansas, US",16545
"Van Buren, Iowa, US",7044
"Van Buren, Michigan, US",75677
"Van Buren, Tennessee, US",5872
"Van Wert, Ohio, US",28275
"Van Zandt, Texas, US",56590
"Vance, North Carolina, US",44535
"Vanderburgh, Indiana, US",181451
"Venango, Pennsylvania, US",50668
"Ventura, California, US",846006
"Vermilion, Illinois, US",75758
"Vermilion, Louisiana, US",59511
"Vermillion, Indiana, US",15498
"Vernon, Missouri, US",20563
"Vernon, Wisconsin, US",30822
"Vernon, Louisiana, US",47429
"Victoria, Texas, US",92084
"Vigo, Indiana, US",107038
"Vilas, Wisconsin, US",22195
"Vinton, Ohio, US",13085
"Virginia Beach City, Virginia, US",449974
"Volusia, Florida, US",553284
"Wabash, Illinois, US",11520
"Wabash, Indiana, US",30996
"Wabasha, Minnesota, US",21627
"Wabaunsee, Kansas, US",6931
"Wadena, Minnesota, US",13682
"Wagoner, Oklahoma, US",81289
"Wahkiakum, Washington, US",4488
"Wake, North Carolina, US",1111761
"Wakulla, Florida, US",33739
"Waldo, Maine, US",39715
"Walker, Alabama, US",63521
"Walker, Georgia, US",69761
"Walker, Texas, US",72971
"Walla Walla, Washington, US",60760
"Wallace, Kansas, US",1518
"Waller, Texas, US",55246
"Wallowa, Oregon, US",7208
"Walsh, North Dakota, US",10641
"Walthall, Mississippi, US",14286
"Walton, Florida, US",74071
"Walton, Georgia, US",94593
"Walworth, South Dakota, US",5435
"Walworth, Wisconsin, US",103868
"Wapello, Iowa, US",34969
"Ward, North Dakota, US",67641
"Ward, Texas, US",11998
"Ware, Georgia, US",35734
"Warren, Georgia, US",5254
"Warren, Illinois, US",16844
"Warren, Indiana, US",8265
"Warren, Iowa, US",51466
"Warren, Kentucky, US",132896
"Warren, Mississippi, US",45381
"Warren, Missouri, US",35649
"Warren, New Jersey, US",105267
"Warren, New York, US",63944
"Warren, North Carolina, US",19731
"Warren, Ohio, US",234602
"Warren, Pennsylvania, US",39191
"Warren, Tennessee, US",41277
"Warren, Virginia, US",40164
"Warrick, Indiana, US",62998
"Wasatch, Utah, US",34091
"Wasco, Oregon, US",26682
"Waseca, Minnesota, US",18612
"Washakie, Wyoming, US",7805
"Washburn, Wisconsin, US",15720
"Washington, Alabama, US",16326
"Washington, Arkansas, US",239187
"Washington, Colorado, US",4908
"Washington, Florida, US",25473
"Washington, Georgia, US",20374
"Washington, Idaho, US",10194
"Washington, Illinois, US",13887
"Washington, Indiana, US",28036
"Washington, Iowa, US",21965
"Washington, Kansas, US",5406
"Washington, Kentucky, US",12095
"Washington, Maine, US",31379
"Washington, Maryland, US",151049
"Washington, Minnesota, US",262440
"Washington, Mississippi, US",43909
"Washington, Missouri, US",24730
"Washington, Nebraska, US",20729
"Washington, New York, US",61204
"Washington, North Carolina, US",11580
"Washington, Ohio, US",59911
"Washington, Oklahoma, US",51527
"Washington, Oregon, US",601592
"Washington, Pennsylvania, US",206865
"Washington, Rhode Island, US",125577
"Washington, Tennessee, US",129375
"Washington, Texas, US",35882
"Washington, Utah, US",177556
"Washington, Vermont, US",58409
"Washington, Virginia, US",53740
"Washington, Wisconsin, US",136034
"Washington, Louisiana, US",46194
"Washita, Oklahoma, US",10916
"Washoe, Nevada, US",471519
"Washtenaw, Michigan, US",367601
"Watauga, North Carolina, US",56177
"Watonwan, Minnesota, US",10897
"Waukesha, Wisconsin, US",404198
"Waupaca, Wisconsin, US",50990
"Waushara, Wisconsin, US",24443
"Wayne, Georgia, US",29927
"Wayne, Illinois, US",16215
"Wayne, Indiana, US",65884
"Wayne, Iowa, US",6441
"Wayne, Kentucky, US",20333
"Wayne, Michigan, US",1749343
"Wayne, Mississippi, US",20183
"Wayne, Missouri, US",12873
"Wayne, Nebraska, US",9385
"Wayne, New York, US",89918
"Wayne, North Carolina, US",123131
"Wayne, Ohio, US",115710
"Wayne, Pennsylvania, US",51361
"Wayne, Tennessee, US",16673
"Wayne, Utah, US",2711
"Wayne, West Virginia, US",39402
"Waynesboro, Virginia, US",22630
"Weakley, Tennessee, US",33328
"Webb, Texas, US",276652
"Weber, Utah, US",260213
"Webster, Georgia, US",2607
"Webster, Iowa, US",35904
"Webster, Kentucky, US",12942
"Webster, Mississippi, US",9689
"Webster, Missouri, US",39592
"Webster, Nebraska, US",3487
"Webster, West Virginia, US",8114
"Webster, Louisiana, US",38340
"Weld, Colorado, US",324492
"Wells, Indiana, US",28296
"Wells, North Dakota, US",3834
"West Baton Rouge, Louisiana, US",26465
"West Carroll, Louisiana, US",10830
"West Feliciana, Louisiana, US",15568
"Westchester, New York, US",967506
"Westmoreland, Pennsylvania, US",348899
"Westmoreland, Virginia, US",18015
"Weston, Wyoming, US",6927
"Wetzel, West Virginia, US",15065
"Wexford, Michigan, US",33631
"Wharton, Texas, US",41556
"Whatcom, Washington, US",229247
"Wheatland, Montana, US",2126
"Wheeler, Georgia, US",7855
"Wheeler, Nebraska, US",783
"Wheeler, Oregon, US",1332
"Wheeler, Texas, US",5056
"White, Arkansas, US",78753
"White, Georgia, US",30798
"White, Illinois, US",13537
"White, Indiana, US",24102
"White, Tennessee, US",27345
"White Pine, Nevada, US",9580
"Whiteside, Illinois, US",55175
"Whitfield, Georgia, US",104628
"Whitley, Indiana, US",33964
"Whitley, Kentucky, US",36264
"Whitman, Washington, US",50104
"Wibaux, Montana, US",969
"Wichita, Kansas, US",2119
"Wichita, Texas, US",132230
"Wicomico, Maryland, US",103609
"Wilbarger, Texas, US",12769
"Wilcox, Alabama, US",10373
"Wilcox, Georgia, US",8635
"Wilkes, Georgia, US",9777
"Wilkes, North Carolina, US",68412
"Wilkin, Minnesota, US",6207
"Wilkinson, Georgia, US",8954
"Wilkinson, Mississippi, US",8630
"Will, Illinois, US",690743
"Willacy, Texas, US",21358
"Williams, North Dakota, US",37589
"Williams, Ohio, US",36692
"Williamsburg City, Virginia, US",14954
"Williamsburg, South Carolina, US",30368
"Williamson, Illinois, US",66597
"Williamson, Tennessee, US",238412
"Williamson, Texas, US",590551
"Wilson, Kansas, US",8525
"Wilson, North Carolina, US",81801
"Wilson, Tennessee, US",144657
"Wilson, Texas, US",51070
"Winchester, Virginia, US",28078
"Windham, Connecticut, US",116782
"Windham, Vermont, US",42222
"Windsor, Vermont, US",55062
"Winkler, Texas, US",8010
"Winn, Louisiana, US",13904
"Winnebago, Illinois, US",282572
"Winnebago, Iowa, US",10354
"Winnebago, Wisconsin, US",171907
"Winneshiek, Iowa, US",19991
"Winona, Minnesota, US",50484
"Winston, Alabama, US",23629
"Winston, Mississippi, US",17955
"Wirt, West Virginia, US",5821
"Wise, Texas, US",69984
"Wise, Virginia, US",37383
"Wolfe, Kentucky, US",7157
"Wood, Ohio, US",130817
"Wood, Texas, US",45539
"Wood, West Virginia, US",83518
"Wood, Wisconsin, US",72999
"Woodbury, Iowa, US",103107
"Woodford, Illinois, US",38459
"Woodford, Kentucky, US",26734
"Woodruff, Arkansas, US",6320
"Woods, Oklahoma, US",8793
"Woodson, Kansas, US",3138
"Woodward, Oklahoma, US",20211
"Worcester, Maryland, US",52276
"Worcester, Massachusetts, US",830622
"Worth, Georgia, US",20247
"Worth, Iowa, US",7381
"Worth, Missouri, US",2013
"Wrangell City and Borough, Alaska, US",2502
"Wright, Iowa, US",12562
"Wright, Minnesota, US",138377
"Wright, Missouri, US",18289
"Wyandot, Ohio, US",21772
"Wyandotte, Kansas, US",165429
"Wyoming, New York, US",39859
"Wyoming, Pennsylvania, US",26794
"Wyoming, West Virginia, US",20394
"Wythe, Virginia, US",28684
"Yadkin, North Carolina, US",37667
"Yakima, Washington, US",250873
"Yakutat City and Borough, Alaska, US",579
"Yalobusha, Mississippi, US",12108
"Yamhill, Oregon, US",107100
"Yancey, North Carolina, US",18069
"Yankton, South Dakota, US",22814
"Yates, New York, US",24913
"Yavapai, Arizona, US",235099
"Yazoo, Mississippi, US",29690
"Yell, Arkansas, US",21341
"Yellow Medicine, Minnesota, US",9709
"Yellowstone, Montana, US",161300
"Yoakum, Texas, US",8713
"Yolo, California, US",220500
"York, Maine, US",207641
"York, Nebraska, US",13679
"York, Pennsylvania, US",449058
"York, South Carolina, US",280979
"York, Virginia, US",68280
"Young, Texas, US",18010
"Yuba, California, US",78668
"Yukon-Koyukuk Census Area, Alaska, US",5230
"Yuma, Arizona, US",213787
"Yuma, Colorado, US",10019
"Zapata, Texas, US",14179
"Zavala, Texas, US",11840
"Ziebach, South Dakota, US",2756
"Bottineau, North Dakota, US",6282
